"area","station_no","station_type","station_name","address","elevation","observation_begin","note1","note2","katakana","prec_no","block_no","pref_code","lon","lat"
"愛知",51226,"四","岡崎","岡崎市美合町地蔵野",47,"#昭54.1.9",,,"オカザキ","51","0467","23",137.193333333333,34.9183333333333
"愛知",51241,"雨","作手","新城市作手高里字木戸口",532,"#",,,"ツクデ","51","0468","23",137.425,34.9766666666667
"愛知",51247,"四","新城","新城市富沢字広瀬",53,"平14.12.25",,,"シンシロ","51","1541","23",137.518333333333,34.9066666666667
"愛知",51261,"官","セントレア","常滑市セントレア　中部航空地方気象台",4,"平17.2.17",,"日照・湿度・気圧を除く","セントレア","51","1555","23",136.805,34.8583333333333
"愛知",51271,"雨","一色","西尾市一色町一色伊那跨",12,"#",,,"イッシキ","51","0469","23",137.028333333333,34.8116666666667
"愛知",51281,"四","蒲郡","蒲郡市神ノ郷町上名取",55,"昭54.1.10",,,"ガマゴオリ","51","1344","23",137.216666666667,34.845
"愛知",51311,"四","南知多","知多郡南知多町大字豊丘字浜見台",16,"(昭50.5.12)昭54.1.10",,,"ミナミチタ","51","0984","23",136.938333333333,34.74
"愛知",51331,"四","豊橋","豊橋市神野新田町字レノ割",3,"平17.12.6",,,"トヨハシ","51","0470","23",137.341666666667,34.75
"愛知",51346,"官","伊良湖","田原市福江町字金五郎坂　伊良湖特別地域気象観測所",6,"#昭50.12.16",,,"イラコ","51","47653","23",137.093333333333,34.6283333333333
"愛知",51356,"雨","田原","田原市高松町尾村崎",45,"#",,,"タハラ","51","0472","23",137.221666666667,34.6266666666667
"岐阜",52041,"四","河合","飛騨市河合町角川",471,"昭53.11.18","52900","湿度を除く","カワイ","52","1308","21",137.1,36.305
"岐阜",52051,"四","神岡","飛騨市神岡町殿",455,"昭53.11.20","52905",,"カミオカ","52","0473","21",137.308333333333,36.3216666666667
"岐阜",52081,"四","白川","大野郡白川村鳩谷字北長",478,"昭53.11.17","52910","湿度を除く","シラカワ","52","1306","21",136.896666666667,36.2733333333333
"岐阜",52111,"四","栃尾","高山市奥飛騨温泉郷今見",765,"(昭50.5.30)昭53.11.20",,"湿度を除く","トチオ","52","1061","21",137.503333333333,36.2483333333333
"岐阜",52131,"雨","御母衣","大野郡白川村牧",640,"昭57.6.22",,,"ミボロ","52","1387","21",136.908333333333,36.1466666666667
"岐阜",52137,"雨","清見","高山市清見町大谷",740,"平2.12.21",,,"キヨミ","52","1437","21",137.045,36.18
"岐阜",52146,"官","高山","高山市桐生町　高山特別地域気象観測所",560,"#昭50.4.1","52913",,"タカヤマ","52","47617","21",137.253333333333,36.155
"岐阜",52152,"雨","丹生川","高山市丹生川町瓜田",910,"平2.12.26",,,"ニュウカワ","52","1438","21",137.371666666667,36.1866666666667
"岐阜",52173,"雨","ひるがの","郡上市高鷲町ひるがの",885,"平2.12.20",,,"ヒルガノ","52","1436","21",136.893333333333,36.01
"岐阜",52181,"四","六厩","高山市荘川町六厩",1015,"昭53.11.16",,"湿度を除く","ムマヤ","52","1305","21",137.035,36.06
"岐阜",52192,"雨","船山","高山市久々野町無数河",880,"平14.10.8",,,"フナヤマ","52","0480","21",137.26,36.035
"岐阜",52196,"四","宮之前","高山市朝日町宮之前",930,"昭53.11.21",,"湿度を除く","ミヤノマエ","52","1311","21",137.388333333333,36.015
"岐阜",52221,"四","長滝","郡上市白鳥町長滝字三昧",430,"昭53.11.11","52915",,"ナガタキ","52","1299","21",136.831666666667,35.9233333333333
"岐阜",52286,"四","萩原","下呂市萩原町羽根",425,"#昭51.3.3",,,"ハギワラ","52","0483","21",137.206666666667,35.8883333333333
"岐阜",52321,"雨","関市板取","関市板取",351,"平17.12.5",,,"セキシイタドリ","52","1577","21",136.783333333333,35.7233333333333
"岐阜",52331,"四","八幡","郡上市八幡町旭田尻",271,"#昭53.11.16",,"湿度を除く","ハチマン","52","0485","21",136.978333333333,35.7566666666667
"岐阜",52346,"四","宮地","下呂市宮地",450,"(昭50.6.1)昭53.11.21",,"湿度を除く","ミヤジ","52","1066","21",137.288333333333,35.7633333333333
"岐阜",52381,"四","樽見","本巣市根尾神所",190,"#昭53.11.14","52920",,"タルミ","52","0486","21",136.601666666667,35.6383333333333
"岐阜",52406,"四","金山","下呂市金山町大船渡",233,"#昭53.11.22",,,"カナヤマ","52","0487","21",137.16,35.6616666666667
"岐阜",52421,"雨","付知","中津川市付知町",461,"昭57.6.11",,,"ツケチ","52","1384","21",137.426666666667,35.6616666666667
"岐阜",52461,"四","美濃","美濃市前野中川原",68,"(昭50.5.29)昭53.11.15",,,"ミノ","52","1057","21",136.91,35.555
"岐阜",52476,"雨","伽藍","加茂郡八百津町伽藍谷",650,"#",,,"ガラン","52","0490","21",137.23,35.515
"岐阜",52482,"四","黒川","加茂郡白川町黒川",517,"平10.9.29",,"湿度を除く","クロカワ","52","1313","21",137.318333333333,35.5983333333333
"岐阜",52511,"四","揖斐川","揖斐郡揖斐川町三輪",45,"昭53.11.14",,,"イビガワ","52","1301","21",136.566666666667,35.485
"岐阜",52536,"四","美濃加茂","美濃加茂市西町",74,"#昭53.11.15",,,"ミノカモ","52","0491","21",137.005,35.445
"岐阜",52556,"四","恵那","恵那市長島町永田大洞",315,"#昭51.3.8",,,"エナ","52","0493","21",137.403333333333,35.4466666666667
"岐阜",52557,"四","中津川","中津川市手賀野",378,"平22.3.25",,,"ナカツガワ","52","0494","21",137.486666666667,35.4766666666667
"岐阜",52571,"四","関ケ原","不破郡関ケ原町関ケ原",130,"#昭53.11.13","52935",,"セキガハラ","52","0495","21",136.466666666667,35.3633333333333
"岐阜",52581,"四","大垣","大垣市禾森町",6,"#昭53.11.13",,"湿度を除く","オオガキ","52","0496","21",136.62,35.3466666666667
"岐阜",52586,"官","岐阜","岐阜市加納二之丸　岐阜地方気象台",13,"#昭50.4.1","52940",,"ギフ","52","47632","21",136.761666666667,35.4
"岐阜",52606,"四","多治見","多治見市光ケ丘",120,"(昭50.5.29)昭53.11.24",,"湿度を除く","タジミ","52","1058","21",137.108333333333,35.3466666666667
"岐阜",52642,"雨","上石津","大垣市上石津町堂之上",193,"平28.3.29",,,"カミイシヅ","52","1059","21",136.458333333333,35.2466666666667
"三重",53016,"雨","北勢","いなべ市北勢町其原",125,"#",,,"ホクセイ","53","0499","24",136.538333333333,35.1433333333333
"三重",53041,"四","桑名","桑名市大字江場字正金縄",3,"#昭54.1.12",,,"クワナ","53","0500","24",136.693333333333,35.05
"三重",53061,"官","四日市","四日市市日永　四日市特別地域気象観測所",55,"#昭50.12.13",,,"ヨッカイチ","53","47684","24",136.58,34.94
"三重",53091,"四","亀山","亀山市椿世町",70,"#昭54.1.12",,,"カメヤマ","53","0503","24",136.453333333333,34.87
"三重",53112,"官","上野","伊賀市緑ケ丘本町　上野特別地域気象観測所",159,"昭60.1.30",,,"ウエノ","53","47649","24",136.141666666667,34.7616666666667
"三重",53121,"雨","笠取山","津市榊原町",810,"#",,,"カサトリヤマ","53","0505","24",136.308333333333,34.725
"三重",53133,"官","津","津市島崎町　津地方気象台",3,"平23.10.20","53900","気温、雨","ツ","53","47651","24",136.518333333333,34.7333333333333
"三重",53133,"官","津","津市末広町",2,"平23.10.20",,"風、日照","ツ","53","47651","24",136.525,34.7216666666667
"三重",53141,"雨","名張","名張市鴻之台1番町",226,"#",,,"ナバリ","53","0507","24",136.108333333333,34.6266666666667
"三重",53151,"雨","白山","津市白山町南家城",60,"昭54.3.30",,,"ハクサン","53","1356","24",136.321666666667,34.625
"三重",53196,"四","小俣","伊勢市小俣町明野",10,"#昭54.1.16",,,"オバタ","53","0509","24",136.665,34.5283333333333
"三重",53231,"四","粥見","松阪市飯南町粥見",120,"#昭54.1.16",,,"カユミ","53","0510","24",136.39,34.4483333333333
"三重",53257,"四","鳥羽","鳥羽市鳥羽",2,"平6.2.7",,,"トバ","53","1230","24",136.825,34.4816666666667
"三重",53287,"雨","藤坂峠","度会郡大紀町永会字中河内",560,"#",,,"フジサカトウゲ","53","0511","24",136.488333333333,34.3233333333333
"三重",53296,"四","南伊勢","度会郡南伊勢町船越",6,"(昭53.6.15)昭54.1.17",,,"ミナミイセ","53","1258","24",136.681666666667,34.345
"三重",53307,"雨","阿児","志摩市阿児町甲賀字浅野",31,"昭57.6.1",,,"アゴ","53","1381","24",136.873333333333,34.3083333333333
"三重",53321,"雨","宮川","多気郡大台町久豆",205,"昭53.6.1",,,"ミヤガワ","53","1255","24",136.208333333333,34.2783333333333
"三重",53326,"四","紀伊長島","北牟婁郡紀北町長島",3,"昭54.1.17",,,"キイナガシマ","53","1349","24",136.326666666667,34.2083333333333
"三重",53378,"官","尾鷲","尾鷲市南陽町　尾鷲特別地域気象観測所",15,"昭60.5.29",,,"オワセ","53","47663","24",136.193333333333,34.0683333333333
"三重",53401,"四","熊野新鹿","熊野市新鹿町",23,"平13.12.18",,,"クマノアタシカ","53","1532","24",136.138333333333,33.9316666666667
"三重",53416,"雨","御浜","南牟婁郡御浜町大字上野",130,"昭60.6.11",,,"ミハマ","53","1423","24",135.98,33.8516666666667
"新潟",54012,"四","粟島","岩船郡粟島浦村字内浦",4,"平28.5.31",,"湿度を除く","アワシマ","54","0995","15",139.253333333333,38.465
"新潟",54041,"四","弾崎","佐渡市鷲崎字弾崎",58,"平9.3.31",,,"ハジキザキ","54","1315","15",138.511666666667,38.33
"新潟",54056,"雨","高根","村上市高根",85,"昭53.6.1",,,"タカネ","54","1256","15",139.603333333333,38.33
"新潟",54086,"四","村上","村上市三之町",10,"#昭53.11.28",,,"ムラカミ","54","0515","15",139.478333333333,38.2266666666667
"新潟",54097,"雨","三面","村上市茎太",45,"昭56.5.20",,,"ミオモテ","54","1369","15",139.605,38.2466666666667
"新潟",54157,"官","相川","佐渡市相川三町目新浜町　相川特別地域気象観測所",6,"平7.7.7","54900",,"アイカワ","54","47602","15",138.24,38.0283333333333
"新潟",54166,"四","両津","佐渡市両津湊",2,"#昭53.11.24",,"湿度を除く","リョウツ","54","0518","15",138.44,38.0733333333333
"新潟",54181,"四","中条","胎内市清水",14,"昭53.11.28",,"湿度を除く","ナカジョウ","54","1318","15",139.388333333333,38.0766666666667
"新潟",54191,"四","下関","岩船郡関川村下関",33,"(昭50.5.2)昭53.11.27","54905",,"シモセキ","54","1060","15",139.563333333333,38.0916666666667
"新潟",54232,"官","新潟","新潟市中央区美咲町　新潟地方気象台",4,"平14.11.21","54907","気温、雨","ニイガタ","54","47604","15",139.018333333333,37.8933333333333
"新潟",54232,"官","新潟","新潟市中央区女池南",0,"平14.11.21",,"風、日照","ニイガタ","54","47604","15",139.048333333333,37.8883333333333
"新潟",54236,"官","松浜","新潟市東区松浜町　新潟航空気象観測所",1,"平15.1.1","54908","日照・湿度・気圧を除く","マツハマ","54","1469","15",139.111666666667,37.955
"新潟",54271,"四","羽茂","佐渡市羽茂本郷",11,"(昭50.6.1)昭53.11.24",,,"ハモチ","54","0996","15",138.313333333333,37.8416666666667
"新潟",54296,"四","新津","新潟市秋葉区小戸上組",3,"#昭53.11.21","54910",,"ニイツ","54","0521","15",139.086666666667,37.7916666666667
"新潟",54301,"雨","瓢湖","阿賀野市中島字諏訪前",9,"平26.7.23",,,"ヒョウコ","54","1645","15",139.236666666667,37.8333333333333
"新潟",54311,"雨","赤谷","新発田市上赤谷字大檀原",135,"昭51.7.30",,,"アカダニ","54","1111","15",139.415,37.835
"新潟",54341,"四","巻","新潟市西蒲区巻甲",2,"#昭53.12.22",,"湿度を除く","マキ","54","0522","15",138.913333333333,37.7683333333333
"新潟",54387,"四","寺泊","長岡市寺泊二の関",44,"平13.8.10",,"湿度を除く","テラドマリ","54","0524","15",138.766666666667,37.64
"新潟",54396,"四","三条","三条市西裏館",9,"#昭53.11.20",,,"サンジョウ","54","0525","15",138.955,37.64
"新潟",54406,"雨","村松","五泉市愛宕",25,"#",,,"ムラマツ","54","0526","15",139.188333333333,37.6966666666667
"新潟",54421,"四","津川","東蒲原郡阿賀町津川",100,"#昭53.11.21","54915",,"ツガワ","54","0527","15",139.446666666667,37.6716666666667
"新潟",54462,"雨","宮寄上","加茂市宮寄上",125,"昭58.6.29",,,"ミヤヨリカミ","54","1398","15",139.14,37.58
"新潟",54472,"雨","室谷","東蒲原郡阿賀町神谷丙",200,"平4.3.27",,,"ムロヤ","54","1444","15",139.37,37.55
"新潟",54501,"四","長岡","長岡市緑町",23,"#昭51.2.24","54920",,"ナガオカ","54","0529","15",138.823333333333,37.45
"新潟",54506,"雨","栃尾","長岡市栃尾大町",83,"#",,,"トチオ","54","0530","15",138.991666666667,37.475
"新潟",54541,"四","柏崎","柏崎市元城町",7,"#昭53.11.15","54925",,"カシワザキ","54","0532","15",138.553333333333,37.3516666666667
"新潟",54566,"四","守門","魚沼市西名",222,"(昭50.5.21)昭53.11.17","54930","湿度を除く","スモン","54","0997","15",139.043333333333,37.3466666666667
"新潟",54586,"四","大潟","上越市大潟区土底浜",13,"昭53.11.14",,,"オオガタ","54","1302","15",138.325,37.225
"新潟",54606,"雨","小国","長岡市小国町新町",83,"昭52.6.21",,,"オグニ","54","1154","15",138.701666666667,37.2916666666667
"新潟",54616,"四","小出","魚沼市佐梨",98,"#昭53.11.17","54935","湿度を除く","コイデ","54","0534","15",138.963333333333,37.2266666666667
"新潟",54621,"雨","大湯","魚沼市下折立",240,"昭56.5.22",,,"オオユ","54","1370","15",139.061666666667,37.205
"新潟",54651,"官","高田","上越市大手町　高田特別地域気象観測所",13,"#昭53.3.11","54937",,"タカダ","54","47612","15",138.246666666667,37.1066666666667
"新潟",54661,"四","安塚","上越市安塚区和田",126,"#昭53.11.15","54940","湿度を除く","ヤスヅカ","54","0536","15",138.456666666667,37.1066666666667
"新潟",54666,"雨","川谷","上越市吉川区川谷字宮田",206,"昭60.6.14",,,"カワダニ","54","1426","15",138.516666666667,37.2
"新潟",54671,"雨","松代","十日町市松代",210,"昭52.6.21",,,"マツダイ","54","1155","15",138.606666666667,37.1316666666667
"新潟",54676,"四","十日町","十日町市小泉字北原",170,"#昭53.11.16","54945","湿度を除く","トオカマチ","54","0537","15",138.726666666667,37.1433333333333
"新潟",54711,"四","糸魚川","糸魚川市東寺町",8,"#昭53.11.13",,"湿度を除く","イトイガワ","54","0539","15",137.875,37.0433333333333
"新潟",54721,"四","能生","糸魚川市大字平",55,"#昭53.11.13","54950",,"ノウ","54","0540","15",138.023333333333,37.0833333333333
"新潟",54737,"雨","筒方","上越市板倉区筒方",255,"昭60.6.14",,,"ドウガタ","54","1427","15",138.343333333333,37.03
"新潟",54761,"雨","塩沢","南魚沼市塩沢",195,"昭58.6.14",,,"シオザワ","54","1395","15",138.846666666667,37.0383333333333
"新潟",54816,"四","関山","妙高市大字関山字原田",350,"(昭50.5.14)昭53.11.14","54955","湿度を除く","セキヤマ","54","0998","15",138.221666666667,36.9333333333333
"新潟",54836,"四","津南","中魚沼郡津南町中深見乙",452,"#昭53.11.16","54965",,"ツナン","54","0543","15",138.683333333333,36.9966666666667
"新潟",54841,"四","湯沢","南魚沼郡湯沢町湯沢字中島川原",340,"#昭53.11.18","54960","湿度を除く","ユザワ","54","0544","15",138.81,36.9416666666667
"新潟",54876,"雨","平岩","糸魚川市大所",281,"昭53.11.10",,,"ヒライワ","54","1297","15",137.866666666667,36.88
"新潟",54892,"雨","樽本","妙高市大字樽本乙",633,"昭60.6.13",,,"タルモト","54","1424","15",138.275,36.89
"富山",55022,"四","朝日","下新川郡朝日町南保町",43,"平29.9.27","55900",,"アサヒ","55","0546","16",137.563333333333,36.9366666666667
"富山",55041,"四","氷見","氷見市大浦",1,"昭53.11.18","55915",,"ヒミ","55","1309","16",136.968333333333,36.825
"富山",55056,"四","魚津","魚津市六郎丸",48,"#昭53.11.16","55905",,"ウオヅ","55","0547","16",137.428333333333,36.8216666666667
"富山",55063,"雨","宇奈月","黒部市宇奈月町内山",160,"昭59.6.21",,,"ウナヅキ","55","0548","16",137.556666666667,36.8466666666667
"富山",55063,"雨","宇奈月","黒部市宇奈月町内山",160,"昭59.6.21",,,"ウナヅキ","55","1412","16",137.556666666667,36.8466666666667
"富山",55091,"官","伏木","高岡市伏木古国府　伏木特別地域気象観測所",12,"#昭50.12.12","55907",,"フシキ","55","47606","16",137.055,36.7916666666667
"富山",55102,"官","富山","富山市石坂　富山地方気象台",9,"昭61.1.30","55908",,"トヤマ","55","47607","16",137.201666666667,36.7083333333333
"富山",55141,"四","砺波","砺波市五郎丸",69,"#昭51.4.1","55910",,"トナミ","55","0552","16",136.955,36.61
"富山",55151,"官","秋ヶ島","富山市秋ヶ島　富山航空気象観測所",24,"平15.1.1","55925","日照・湿度・気圧を除く","アキガシマ","55","1533","16",137.186666666667,36.6483333333333
"富山",55156,"雨","大山","富山市花崎",128,"昭59.6.28",,,"オオヤマ","55","1414","16",137.283333333333,36.6083333333333
"富山",55166,"四","上市","中新川郡上市町東種",296,"昭53.11.15",,"湿度を除く","カミイチ","55","0553","16",137.423333333333,36.67
"富山",55191,"四","南砺高宮","南砺市高宮",91,"#昭53.11.17",,,"ナントタカミヤ","55","0554","16",136.871666666667,36.545
"富山",55206,"四","八尾","富山市八尾町樫尾",124,"#昭51.2.27",,,"ヤツオ","55","0555","16",137.158333333333,36.57
"富山",55217,"雨","立山芦峅","中新川郡立山町芦峅寺",379,"平22.3.29",,,"タテヤマアシクラ","55","1621","16",137.385,36.5766666666667
"富山",55252,"雨","五箇山","南砺市下梨中の平",357,"平16.10.19",,,"ゴカヤマ","55","1553","16",136.941666666667,36.43
"富山",55267,"雨","猪谷","富山市猪谷",215,"平8.10.28","55920",,"イノタニ","55","1455","16",137.236666666667,36.4733333333333
"石川",56036,"四","珠洲","珠洲市正院町正院",4,"#昭53.11.20","56900",,"スズ","56","0560","17",137.286666666667,37.4466666666667
"石川",56052,"官","輪島","輪島市鳳至町畠田　輪島特別地域気象観測所",5,"昭61.6.20","56903",,"ワジマ","56","47600","17",136.895,37.39
"石川",56081,"雨","門前","輪島市門前町北川",11,"#",,,"モンゼン","56","0562","17",136.728333333333,37.2616666666667
"石川",56093,"官","三井","輪島市三井町洲衛　能登航空気象観測所",219,"平15.7.7",,"日照・湿度・気圧を除く","ミイ","56","1544","17",136.961666666667,37.2933333333333
"石川",56116,"四","志賀","羽咋郡志賀町富来領家町甲",6,"#昭53.11.21",,,"シカ","56","0564","17",136.725,37.1433333333333
"石川",56146,"四","七尾","七尾市万行町43の部",58,"#昭53.11.21","56905",,"ナナオ","56","0565","17",136.991666666667,37.03
"石川",56176,"四","羽咋","羽咋市旭町",15,"#昭53.11.22",,,"ハクイ","56","0566","17",136.776666666667,36.8933333333333
"石川",56186,"四","かほく","かほく市内日角井",42,"#昭53.11.22",,"湿度を除く","カホク","56","0567","17",136.691666666667,36.7116666666667
"石川",56192,"雨","宝達志水","羽咋郡宝達志水町坪山",90,"平15.8.12",,,"ホウダツシミズ","56","1545","17",136.768333333333,36.7883333333333
"石川",56227,"官","金沢","金沢市西念　金沢地方気象台",6,"平3.10.23","56907",,"カナザワ","56","47605","17",136.633333333333,36.5883333333333
"石川",56232,"雨","医王山","金沢市平等本町",420,"平15.7.29",,,"イオウゼン","56","0570","17",136.745,36.52
"石川",56276,"四","小松","小松市今江町",3,"昭53.12.1",,"湿度を除く","コマツ","56","1324","17",136.435,36.3816666666667
"石川",56286,"四","白山河内","白山市河内町福岡",136,"(昭50.5.7)昭53.11.24","56910",,"ハクサンカワチ","56","0973","17",136.62,36.3966666666667
"石川",56301,"四","加賀中津原","加賀市山中温泉中津原町",65,"#昭53.11.27","56915",,"カガナカツハラ","56","0571","17",136.396666666667,36.2616666666667
"石川",56346,"雨","白山白峰","白山市白峰",470,"昭52.7.13",,,"ハクサンシラミネ","56","1171","17",136.625,36.18
"石川",56401,"雨","舳倉島","輪島市海士町所属舳倉島高見",8,"平26.8.19",,,"ヘグラジマ","56","1650","17",136.918333333333,37.85
"福井",57001,"四","三国","坂井市三国町平山",34,"(昭50.6.24)昭53.11.27",,"湿度を除く","ミクニ","57","1071","18",136.173333333333,36.2433333333333
"福井",57026,"官","春江","坂井市春江町江留中　福井航空気象観測所",5,"平15.1.1",,"日照・湿度・気圧を除く","ハルエ","57","1537","18",136.223333333333,36.1416666666667
"福井",57051,"四","越廼","福井市居倉町",30,"昭53.11.27",,,"コシノ","57","1316","18",135.99,36.0116666666667
"福井",57066,"官","福井","福井市豊島　福井地方気象台",9,"#昭50.3.15","57903",,"フクイ","57","47616","18",136.221666666667,36.055
"福井",57071,"雨","美山","福井市美山町",70,"昭50.5.7",,,"ミヤマ","57","0974","18",136.358333333333,35.9983333333333
"福井",57082,"四","勝山","勝山市平泉寺町平泉寺86字岡道北",196,"平5.10.18",,"湿度を除く","カツヤマ","57","1226","18",136.521666666667,36.0383333333333
"福井",57106,"雨","武生","越前市村国",32,"平17.10.27","57920",,"タケフ","57","1565","18",136.173333333333,35.905
"福井",57121,"四","大野","大野市93字蛇塚四",182,"#昭51.3.2","57905",,"オオノ","57","0573","18",136.496666666667,35.9716666666667
"福井",57176,"雨","九頭竜","大野市貝皿",436,"昭57.6.1","57900",,"クズリュウ","57","1382","18",136.668333333333,35.9083333333333
"福井",57206,"四","今庄","南条郡南越前町今庄",128,"#昭53.11.28","57910",,"イマジョウ","57","0577","18",136.2,35.7666666666667
"福井",57248,"官","敦賀","敦賀市松栄町　敦賀特別地域気象観測所",2,"昭63.2.12","57913",,"ツルガ","57","47631","18",136.061666666667,35.6533333333333
"福井",57286,"四","美浜","三方郡美浜町久々子",10,"(昭50.5.19)昭53.11.28",,"湿度を除く","ミハマ","57","1010","18",135.916666666667,35.6
"福井",57311,"雨","大飯","大飯郡おおい町本郷",3,"平7.11.10",,,"オオイ","57","1454","18",135.616666666667,35.48
"福井",57317,"四","小浜","小浜市遠敷",10,"平4.11.2","57915",,"オバマ","57","0579","18",135.781666666667,35.4833333333333
"滋賀",60026,"雨","柳ケ瀬","長浜市余呉町柳ケ瀬字大門",220,"昭51.4.27","60900",,"ヤナガセ","60","1087","25",136.188333333333,35.5816666666667
"滋賀",60051,"四","今津","高島市今津町弘川",88,"#昭53.11.16","60905",,"イマヅ","60","0580","25",136.028333333333,35.4116666666667
"滋賀",60061,"四","長浜","長浜市唐国町",95,"(昭50.5.7)昭53.11.17",,,"ナガハマ","60","0976","25",136.241666666667,35.4233333333333
"滋賀",60081,"雨","朽木平良","高島市朽木平良",380,"平17.12.6",,,"クツキヘラ","60","1578","25",135.83,35.3083333333333
"滋賀",60102,"四","米原","米原市朝日",147,"平13.3.30","60911",,"マイバラ","60","1524","25",136.343333333333,35.3833333333333
"滋賀",60116,"四","南小松","大津市南小松",90,"#昭53.11.16",,,"ミナミコマツ","60","1083","25",135.956666666667,35.235
"滋賀",60131,"官","彦根","彦根市城町　彦根地方気象台",87,"#昭50.3.14","60915",,"ヒコネ","60","47761","25",136.243333333333,35.275
"滋賀",60161,"雨","近江八幡","近江八幡市土田町",90,"#",,,"オウミハチマン","60","0584","25",136.091666666667,35.1266666666667
"滋賀",60196,"四","東近江","東近江市桜川東町",128,"(昭50.5.2)昭53.12.20",,,"ヒガシオウミ","60","0963","25",136.19,35.0616666666667
"滋賀",60216,"四","大津","大津市萱野浦",86,"昭52.12.22","60920",,"オオツ","60","0586","25",135.911666666667,34.9916666666667
"滋賀",60226,"四","信楽","甲賀市信楽町牧",265,"(昭50.5.2)昭53.12.20",,,"シガラキ","60","0964","25",136.08,34.9133333333333
"滋賀",60236,"四","土山","甲賀市土山町北土山",248,"#昭53.12.21",,,"ツチヤマ","60","0587","25",136.278333333333,34.9383333333333
"京都",61001,"四","間人","京丹後市丹後町間人小字新ヶ皿",42,"(昭50.5.2)昭52.2.28",,,"タイザ","61","0965","26",135.086666666667,35.7366666666667
"京都",61031,"雨","峰山","京丹後市峰山町荒山",23,"#","61900",,"ミネヤマ","61","0588","26",135.071666666667,35.6183333333333
"京都",61076,"四","宮津","宮津市字上司",2,"#昭53.11.15",,,"ミヤヅ","61","0589","26",135.235,35.55
"京都",61096,"雨","坂浦","福知山市下野条",223,"平25.5.29",,,"サカウラ","61","1641","26",135.086666666667,35.4183333333333
"京都",61111,"官","舞鶴","舞鶴市字下福井　舞鶴特別地域気象観測所",2,"#昭50.3.26","61905",,"マイヅル","61","47750","26",135.316666666667,35.45
"京都",61151,"雨","睦寄","綾部市睦寄町狸岩",175,"昭52.6.28",,,"ムツヨリ","61","1160","26",135.453333333333,35.3816666666667
"京都",61187,"四","福知山","福知山市字荒河",17,"平17.12.8",,,"フクチヤマ","61","0593","26",135.113333333333,35.3116666666667
"京都",61192,"雨","三和","福知山市三和町千束",105,"昭57.6.2",,,"ミワ","61","1383","26",135.231666666667,35.2166666666667
"京都",61196,"雨","綾部山家","綾部市東山町山家",87,"令3.3.4",,,"アヤベヤマガ","61","1671","26",135.315,35.2966666666667
"京都",61201,"雨","本庄","船井郡京丹波町本庄西畑",95,"昭50.5.2",,,"ホンジョウ","61","0966","26",135.395,35.26
"京都",61206,"四","美山","南丹市美山町静原桧野",200,"昭53.11.15","61910",,"ミヤマ","61","1303","26",135.55,35.275
"京都",61241,"雨","須知","船井郡京丹波町富田蒲生野",150,"昭57.5.26",,,"シュウチ","61","1378","26",135.42,35.1766666666667
"京都",61242,"四","園部","南丹市園部町黒田",134,"平14.3.6",,,"ソノベ","61","0596","26",135.455,35.1083333333333
"京都",61251,"雨","京北","京都市右京区京北比賀江町院谷",260,"昭50.4.24",,,"ケイホク","61","0928","26",135.661666666667,35.1816666666667
"京都",61286,"官","京都","京都市中京区西ノ京笠殿町　京都地方気象台",41,"平20.3.27","61915","気温、雨、日照","キョウト","61","47759","26",135.731666666667,35.0133333333333
"京都",61286,"官","京都","京都市中京区西ノ京船塚町",36,"平20.3.27",,"風","キョウト","61","47759","26",135.735,35.0116666666667
"京都",61306,"雨","長岡京","長岡京市光風台",71,"昭50.5.20",,,"ナガオカキョウ","61","1025","26",135.678333333333,34.93
"京都",61326,"四","京田辺","京田辺市薪西浜",20,"#昭53.12.19",,,"キョウタナベ","61","0598","26",135.76,34.83
"大阪",62016,"四","能勢","豊能郡能勢町地黄",235,"#昭52.3.7",,,"ノセ","62","0600","27",135.455,34.9483333333333
"大阪",62037,"雨","茨木","茨木市大字桑原",78,"平21.12.18",,,"イバラキ","62","1602","27",135.56,34.86
"大阪",62046,"四","枚方","枚方市星丘",26,"(昭50.5.31)昭52.3.2",,,"ヒラカタ","62","1065","27",135.671666666667,34.8083333333333
"大阪",62051,"官","豊中","豊中市蛍池西町　大阪航空気象観測所",12,"#昭52.3.9",,"日照・湿度・気圧を除く","トヨナカ","62","0602","27",135.438333333333,34.7833333333333
"大阪",62078,"官","大阪","大阪市中央区大手前　大阪管区気象台",23,"平11.2.24","62900","気温、雨、日照","オオサカ","62","47772","27",135.518333333333,34.6816666666667
"大阪",62078,"官","大阪","大阪市東成区東中本",1,"平11.2.24",,"風","オオサカ","62","47772","27",135.546666666667,34.675
"大阪",62081,"四","生駒山","東大阪市山手町",626,"#昭51.2.12",,,"イコマヤマ","62","0604","27",135.676666666667,34.675
"大阪",62091,"四","堺","堺市堺区百舌鳥夕雲町",20,"(昭50.5.30)昭52.3.3",,,"サカイ","62","1062","27",135.485,34.555
"大阪",62096,"官","八尾","八尾市空港　八尾航空気象観測所",10,"平15.1.1",,"日照・湿度・気圧を除く","ヤオ","62","1470","27",135.6,34.5966666666667
"大阪",62101,"官","関空島","泉南郡田尻町泉州空港中　関西航空地方気象台",5,"平15.1.1",,"日照・湿度・気圧を除く","カンクウジマ","62","1471","27",135.231666666667,34.4333333333333
"大阪",62111,"雨","河内長野","河内長野市日野",160,"#",,,"カワチナガノ","62","0605","27",135.543333333333,34.4233333333333
